order_identifier,order_event_number,order_placement_date,parent_order_id,parent_order_placement_date,root_order_identifier,root_order_placement_date,order_allocation_relationship_code,allocated_order_id,allocated_order_placement_date,order_event_type_cd,order_event_date,order_event_time,firm_identifier,originator_identifier,originator_system,originating_organization_identifier,submission_channel,automated_channel,solicited_indicator,order_management_date,order_management_time,source_market_participant_identifier,receiving_desk_identifier,order_received_date,order_received_time,buyer_or_seller_identifier,buyer_or_seller_account_identifier,buyer_or_seller_type,buyer_or_seller_organization_identifier,buy_or_sell_code,seller_position_code,customer_accounting_rule,customer_position,security_identifier,security_short_name,isin_identifier,product_category,product_type,product_subtype,structured_deal,order_type_code,limit_price_issuing,limit_price_base,stop_price_issuing,stop_price_base,unit_quantity,time_in_force,expiration_date,expiration_time,held_indicator,do_not_display,order_handling_code1,order_handling_code2,order_handling_code3,order_handling_code4,order_handling_code5,dnr_dni_instructions,trade_along_side_consent_code,trade_along_side_ratio_code,detailed_instructions,ipo_indicator,new_issue_indicator,issuer_repurchase,program_trading,arbitrage_indicator,destination_market,routed_unit_quantity,bunched_order,canceling_party_role,cancellation_reason,replaced_order_identifier,replaced_order_placement_date,business_domain,jurisdiction,source_system
2015,1,2019-03-15,2236.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2015,2,2019-03-15,2236.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1016,1,2019-03-15,1126.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1126,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2016,1,2019-03-15,2237.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2016,2,2019-03-15,2237.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1017,1,2019-03-15,1127.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1127,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2017,1,2019-03-15,2238.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2017,2,2019-03-15,2238.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1018,1,2019-03-15,1128.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1128,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2018,1,2019-03-15,2239.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2018,2,2019-03-15,2239.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1019,1,2019-03-15,1129.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1129,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2019,1,2019-03-15,2240.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2019,2,2019-03-15,2240.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1020,1,2019-03-15,1130.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1130,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2020,1,2019-03-15,2241.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2020,2,2019-03-15,2241.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1021,1,2019-03-15,1131.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1131,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2021,1,2019-03-15,2242.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2021,2,2019-03-15,2242.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1022,1,2019-03-15,1132.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1132,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2022,1,2019-03-15,2243.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2022,2,2019-03-15,2243.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1023,1,2019-03-15,1133.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1133,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2023,1,2019-03-15,2244.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2023,2,2019-03-15,2244.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1024,1,2019-03-15,1134.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1134,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2024,1,2019-03-15,2245.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2024,2,2019-03-15,2245.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1025,1,2019-03-15,1135.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1135,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2025,1,2019-03-15,2246.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2025,2,2019-03-15,2246.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1026,1,2019-03-15,1136.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1136,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2026,1,2019-03-15,2247.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2026,2,2019-03-15,2247.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1027,1,2019-03-15,1137.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1137,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2027,1,2019-03-15,2248.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2027,2,2019-03-15,2248.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1028,1,2019-03-15,1138.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1138,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2028,1,2019-03-15,2249.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2028,2,2019-03-15,2249.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1029,1,2019-03-15,1139.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1139,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
